twitts,sentiment
@AaronRenfree hey Aaron!  can u say hi to me in 1 of ur tweets? I'm trying 2 get as many celebs to mention me as I can! Thanks ,1
lmfao..@ChooseJuicyx2ii girl i been goin to the pool every damn day. knowin my ass cant swim! hahah but i never been to the beach before! ,0
"Riding downtown to work in the mornings without @operaben will be very sad. His temp assignment ended, while mine continues. ",0
@otaliaefic yes we do need more happy fic!! All the angst is killing me  but I'm loving where critical mass is right now hehehehe,0
came back from the doctor  i bought some ice cream â¥,1
@anilkarat I will never forget satellite phones thanks to KCS ,1
Actually I do have a genie who grants lots of wishes I call him hubs ,1
"@magann2063 hiss, I have to be here for 5 hours ",0
Country music Friday.  Miranda lambert.. Kerosene.  Gonna be a good day. ,1
@mr_mustash ,0
@omarjr20  you forgot me ,0
follow me i follow you ,1
@hbuchan that hurts  my tweeters were the best part about your phone,0
@litterthisheart THAT BE MY BAYBEE. ,1
"Going to kaysi's, hope there's wifi! Text! ",1
@mariqueen Every group needs the one person who is tied to their computer ,1
@holly_d you can run past me next. I'll wait for you and slow clap ,1
@DawnMarieDunn and I am sorry I can't make it to your birthday. The end of the year is wrapping up. I just can't physically do it ,0
courseworkk has ruineddd my day ,0
@Bigbouncycastle just dm'd you the info from the site ,0
watching last nights RHONJ on DVR. sending out a newsletter to cxl tomorrow's Saratoga Mama picnic because of rain  boo,0
@DonnieWahlberg good thing cause I plan on going to more shows once I get back to work so y'all better still be around!!  ,1
damn it! i have tuition later ,0
so excited for @annex0 's birthday!!  ,1
Miss my wee bunny  went down to play with him then realized he wasn't there so sad man,0
@MrRathbone hope that helpz if therez nething else i can help with just ask ,1
I'm thinking this will be a pretty decent way to spend the next 45 mins or so?!    http://twitpic.com/6g7ag,1
@jonathanrknight wishing u a safe &amp; fun flight unlike urs frm the other day.. have a great tour.. bummed I am going 2 miss out this time ,0
"@LILBOOTY24 dang, i still aint seen it yet..i feel left out. ",0
@queencodemonkey It's good to have you back ,1
Listening to 'Chloe Dancer/Crown Of Thorns' by Mother Love Bone @imeem http://x.imeem.com/5D_rMoXzFU  The ORIGINAL from Mother Love Bone ,1
On board the plane 2 Barcelona. Bye #Menorca! Hope to be back soon! Love u! Sad it was a very short visit! ,0
@jenthefangirl  LOL that is so cute ,1
@pollyDAKTOL yeah she loves green day more then i doo! ,1
@leeannekenny I know but Im feeling left out  I will watch one and hopefully will not be sucked in......,0
@erickaditioner tell me about it ,0
"is watchin full house...man,,i love this show! ",1
shiatsu massage chair is a major WIN this morning ,1
@prolificd It was a retweet. I hope so too ,0
@paulpuddifoot yes please   #feastrevolution,1
"are at my sisters place. Playing Sims 3, it's awsome!! ",1
Somebody please bring me a digital radio so I can listen to 1xtra ,0
is new on twitter. I'm looking around. ,1
ughhh i guess i should go to bed gotta be to work in like 8 hr ,0
Good morning everyone :O I hate waking up early morning but I think I got used to it ,0
@henkvaness lots of squatters for every Internet company with some success ,1
@mileycyrus how much? ,0
@deighe_d It's worth a try ,1
"@_LauraJane What happened in your media exam? And tbh the worst that can happen is i get a U, Can add to my AS level U's ",1
I am back on Xbox Live! My new Xbox came in today. Transfered my licenses and downloading now. ,1
@jennymonster But I have no money!  ,0
"@tyapeter tjip, it's need a feeling and sense, but the more u practise, the more u know ... but I'm not guarantee 100% ",1
I just killed a butterfly with the Durango on I-10.    Please don't come after me PETA.,0
"Oh &amp; thank you to everyone for the #FollowFriday love!!  I would thank everyone individually, but it would be like #FF all over again :-p",1
Looks like it might be sunny in London today!  Hope everyone is having a lovely weekend ,1
"@tallblackguy Don't forget a plethora of various USB and Firewire cables.... I got a 1TB drive with only FW400, needed FW800. ",0
@rea_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli. ,1
I smell like buggy spray!!  Shower time?  I thinks so ,1
"@nasheeta thanks  i felt like splashing in puddles, will need to buy wellies  #icanbuyhappiness",1
just extracted my hdd and cleaned it from coffee...i hope i could get access to my data  #wannagobacktobed,0
@twinkle47 Gonna be a good crowd of us today so maybe some water volleyball in pool later hehe. Ur blokes always got the hump ,0
"plus, bucket kitty needs her next tablet. should I count my fingers now?...or after...?? ",1
Is off to the lake. ,1
"@xlovexaholicx I did, i actually got the update and like went back and it's gone  anyway thanks ",0
@Silentbx Working trying to take this flight out to JFK but its delayed  great start to the work day,0
Sighs. Work is so uneventful  - http://tweet.sg,0
http://twitpic.com/5djli - With my BFFs Ess and Moe in Macy's...ewww just got some badddd black heels too! ,1
@roofer_on_fire thank you  #bestsongever,1
"@greggarbo yeah, you forgot me  have fun!",0
@teenius - you got it. Hit me. ,1
I really hate my school right now  so much crap before grad :|,0
I'm laying in bed drinking a corona...what a sad night ,0
morning all! my neck is poorly sore  don't want to HAVE to take the piercing out so off to the pharmacy! bad times,0
"@palinn yes, must be the cynic in me  an interesting case study nevertheless, and great pr!",1
@_CrC_ Sure did.   Thanks a MILLION! ,1
@ifikra tonight a *4:40am*  well technically it's tomorrow.,1
I'm so hyper that I ain't Reading tweets right lmao and I don't have my stupid contacts in ,0
Ne ?stiyorsunuz bee  http://ff.im/3oEPn,1
@selenagomez head first is a really good song. I can't stop hearing it. amazing job!! ,1
The Taper has begun... tho' to look at my plan you wouldn't know it ,0
"Cant find Desperate housewives season 4, last disc. So need to do a clear out. Working tomorrow ",0
I've only been working with brenda for 40 minutes and i'm already going out of my mind! Only 5 hours and 20 minutes left ,0
I miss minessss  and cantsleep. Ew,0
#treyowesus..we have been in this chat for 2 hrs cuz @songzyuuup said he was goin live ,0
@keeperofdreams Give her a hug from the Twitterverse.  ,1
"@msange.... don't hate me but im taking TWO night courses next semester! Monday, Tuesday, Wednesday, Thursday are OCCUPIED! ",0
ict is stressing me out. srsly there are loads to learn!! ,0
some of my new followers are pretty cool peeps; check 'em out. ,1
"@ShootFest @markleo82 @eeyern @andychin wow u guys were giving live feeds of my talk?!?! hahaha, u guys rock!!! ",1
@TammyBurnell oooohh one of my aspirations hun ,1
@BIGGC_ Are you now????!!!! ,1
"@Sazchik oh great, I hope it all goes well for you  ",1
jon is now shunning me ,0
shame on me. playin assassins creed eatin a sonic blast. just coulnt keep my head in the music. ,0
? @KrisAllenmusic ohmygosh kris! i'm sooooooo happy that you won! love the new single. ;) KEEP ROCKIN' ON!!  http://tr.im/m559,1
"Wheyyy, Dragon Plateleg drop from the ol' Iron Dragons. ",1
My baby just lost her 4th tooth but it's the first one on top!! I am going to cry! ,0
is rockin her sisters spider man shoes ahah  watching tv with one of my besties.. Sille  i love u,1
"... it's Sunday, i'm in love... ",1
@frankinguyen @Hoops_angel totally  and a good way to keep Franki's left nut warm :p,1
"Thanks for your well wishes.  I'm a little better, but now we think Gwen has the lurgy too ",0
off out braving it in the rain  i want summer to come back soon.....,0
Finally picked up my Nikon D60 ,1
@katyelizabethh my camera card is still not working ,0
not ready for Monday! ,0
I want to watch Juno butttttt I don't have it andddddd I don't know where to find it online! ,0
@k3nn3thcarl really curious about Trinoma... haven't been there yet..maybe I'll put that on my to-do-list.. haha ,1
"@lilyroseallen You should audition for BGT next year - the Queen would love you, give her a quick rendition of F*** You or It's not fair ",1
The only thing I hate about drinking is that I always wake up early. ,0
Leaving now. Wish I could have stayed longer but my sister in law just got up and walked out. ,0
waiting until 11.20.09  I WANT TO SEE NEW MOON NOW!,0
next Month there in Germany studens have got holydays. yey ! but I have a problem I coldent speak any german. ,0
Still on the ship from yesterday and hoping to leave somewhat early today! ,0
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.  ,0
"wishing @stephanie_cheng alien :O a happy birthday  jks, ur my mushroom girl!",1
"hmmmm right shaun,.. lol loveyou ",1
@SiraBah aww  get that work done missy! Lol,0
@elysion32 ugh!! ,0
Finally done my patio!  I'm pro at life now XD,1
On my way to bed... Nighty night... ,1
@Tomigunn you can call me Mac Mama now ,1
watched the new moon trailer today......better then i thought....cannot wait for November! ,1
hello twitts ,1
Why doesn't my job have AC? ,0
"Ok, DJ was pretty good - love seeing all the Macs ",1
FML my dog needs surgery ,0
"vacation!  dr. appt, drop off the cleaning, hitting the gym.  Day one of no smoking, lets see how it goes.  ",1
@zenatplay The exchange rates probably worse for you. I stupidly forgot to cancel VOIP 18 months ago so theres $160 down the drain ,0
@bwestendorf you are very set on this vacation thing...how about when i have something to take a vacation from ,1
"@ferdin dude, are you okay...? ",0
@suzannehih Happy Birthday! ,1
i'm out of here. bye everyone! ,1
"Home! Le tired. Fudge purring at me. Awesome wedding, shitty weather, much fun camping, good reunions with long losts, and epic dancing. ",1
@highlandwhite From your profile it sounds like you must have an interesting life! ,1
Last day of work today  i'll be on vacation tonight and i'll can concentrate myself on my assistant nursery stuff \o/,1
@ShesElectric_ more than youl ever no ! !! ! !!   xxx,0
@EranEyal No Problem! Have a great day &amp; week ,1
@thabxhustler ahhhhh ! i know right  wish something could just happen right now,0
is here at a Famiy friend's house with my Babies ,1
@jamiejai  SORRY  but good morning anyway.  ROUGH night.,0
@lovelylaura7489 I hope you can find something to distract you from your trichotillomania. I understand the feeling ,0
@seeminglyaware Haha... we LOVE our Service Hero. ,1
"Hello all, It another beautiful spring day here  ",1
@NoOrdinaryGurl ? you too gurl!!!  hope your weekend is going great!,1
Back 2 work  Sad day!!!,0
@AllTimeCassie haha you know I will ,1
@carmsense Haha. I Was A Slow Started On Twitter. You're Just At Pro Status ,1
John and Kate Plus 8  I feel so bad for the kids.,0
no one's tweeted to me in a long time ,0
@ComedyQueen It never will  I blocked britney 7 times yesterday. Britney is clingy and needy.,0
"@rrriva di Jogja nya , hehehe  wish me luck for the prom ya .. bakal pake dress nih -,- i never wear it and a stuff like it before",1
More Cities XL Feature Details http://bit.ly/JAOLH  Boo at the monthly costs  -- Sassan,0
Realised with sadness that I have no fathers (grand or otherwise) left to buy a card for for Fathers day ,0
@tommcfly YOU GAVE ME BRUISES AND CUTS IN CROYDON.. YOU ALSO CRACKED MY PHONE SCREEN  I LOVE YOUx,1
@James_Phelps Hope your hay fever isn't so bad today ,1
green icon is not working here ,0
#IranElection Voice from Iran: Shame on a country in which foreign embassies are safer than hospitals ,0
going to bed alone ,0
"Hey guys, watcha up to? ",1
@a49erfangirl hummus pretty good  i like roasted red pepper one too! ok..off to bed  nite nite ,1
i thought medicine was supposed to make you feel better ,0
@settingjoey and I just went to ralphs and my cougar wasn't there ,0
leaving mexico in a few hours     it was an amazing trip cant wait to come back!!!,0
dissapoint with my mom ,0
@claudiajordan Thanks for taking that task on. ,1
who used to say &quot;good night and good luck&quot;. Sleep well @freshleafdesign ,1
http://twitpic.com/6u29y - REAL WEDDING  LMAO!!!,1
@SnorkelPop HEY! You were talking about meeee! ,1
would love to hear one reason why Twitter is worth of any of our time!!!!!!  Inquiring minds want to know.  ,1
